# Pronounce — full dictionary

Format: <word> | <IPA> | <respelling> | <category> | <confidence> | <source>
YAGNI | /ˈjæɡni/ | yag nee | acronym | community-consensus | https://en.wikipedia.org/wiki/You_aren%27t_gonna_need_it
POSIX | /ˈpɑːzɪks/ | pa zicks | acronym | community-consensus | https://en.wikipedia.org/wiki/POSIX
Restic | /ˈrɛstɪk/ | res tic | tool | community-consensus | https://restic.net/
Renovate | /ˈrɛnəveɪt/ | ren oh vate | tool | community-consensus | https://www.mend.io/renovate/
Daytona | /deɪˈtoʊnə/ | day toh nah | product | community-consensus | https://www.daytona.io/
Coolify | /ˈkuːlɪfaɪ/ | cool i fy | product | community-consensus | https://coolify.io/
Bytebase | /ˈbaɪtˌbeɪs/ | byte base | product | community-consensus | https://www.bytebase.com/
Bolt | /boʊlt/ | bolt | product | community-consensus | https://bolt.new/
Tabby | /ˈtæbi/ | tab ee | tool | community-consensus | https://tabby.sh/
Tantivy | /ˈtæntɪvi/ | tan ti vee | product | community-consensus | https://github.com/quickwit-oss/tantivy
Cody | /ˈkoʊdi/ | co dee | product | community-consensus | https://sourcegraph.com/cody
Continue | /kənˈtɪnjuː/ | continue | product | community-consensus | https://www.continue.dev/
Bolt.new | /ˈboʊlt njuː/ | bolt new | product | community-consensus | https://bolt.new/
Agno | /ˈæɡnoʊ/ | ag no | product | community-consensus | https://docs.agno.com/
smolagents | /ˈsmoʊlˌeɪdʒənts/ | smol agents | product | community-consensus | https://huggingface.co/docs/smolagents/
Outlines | /ˈaʊtˌlaɪnz/ | out lines | product | community-consensus | https://dottxt-ai.github.io/outlines/
Instructor | /ɪnˈstrʌktər/ | in struk ter | product | community-consensus | https://python.useinstructor.com/
Guardrails | /ˈɡɑːrdˌreɪlz/ | guard rails | product | community-consensus | https://www.guardrailsai.com/
Marvin | /ˈmɑːrvɪn/ | mar vin | product | community-consensus | https://www.askmarvin.ai/
Phidata | /ˈfaɪˌdeɪtə/ | fie data | product | community-consensus | https://www.phidata.com/
Haystack | /ˈheɪˌstæk/ | hay stack | product | community-consensus | https://haystack.deepset.ai/
RAGAS | /ˈræɡəs/ | rag us | product | community-consensus | https://docs.ragas.io/
Pydantic AI | /paɪˈdæntɪk eɪ aɪ/ | pie dantick A I | product | community-consensus | https://ai.pydantic.dev/
Windsurf | /ˈwɪndˌsɜːrf/ | wind surf | product | community-consensus | https://codeium.com/windsurf
Lovable | /ˈlʌvəbəl/ | love a bul | product | community-consensus | https://lovable.dev/
v0 | /ˌviː ˈzɪəroʊ/ | V zero | product | community-consensus | https://v0.dev/
n8n | /ˌɛn ˈeɪt ɛn/ | N eight N | product | creator-clarified | https://n8n.io/
Tabnine | /ˈtæbnaɪn/ | tab nine | product | community-consensus | https://www.tabnine.com/
Roo | /ruː/ | roo | product | community-consensus | https://github.com/RooVetGit/Roo-Cline
Crystal | /ˈkrɪstəl/ | crys tul | product | community-consensus | https://crystal-lang.org/
Nim | /nɪm/ | nim | product | community-consensus | https://nim-lang.org/
Lean | /liːn/ | leen | product | community-consensus | https://lean-lang.org/
Idris | /ˈɪdrɪs/ | id riss | product | community-consensus | https://www.idris-lang.org/
Coq | /kɒk/ | kok | product | community-consensus | https://rocq-prover.org/
Agda | /ˈæɡdə/ | ag duh | product | community-consensus | https://wiki.portal.chalmers.se/agda/
F# | /ˌɛf ˈʃɑːrp/ | F sharp | product | community-consensus | https://fsharp.org/
ReScript | /ˈriːˌskrɪpt/ | ree script | product | community-consensus | https://rescript-lang.org/
Dart | /dɑːrt/ | dart | product | community-consensus | https://dart.dev/
Flutter | /ˈflʌtər/ | flutter | product | community-consensus | https://flutter.dev/
Pony | /ˈpoʊni/ | po nee | product | community-consensus | https://www.ponylang.io/
PlanetScale | /ˈplænɪtˌskeɪl/ | planet scale | product | community-consensus | https://planetscale.com/
Neon | /ˈniːɒn/ | nee on | product | community-consensus | https://neon.tech/
Turso | /ˈtɜːrsoʊ/ | tur so | product | community-consensus | https://turso.tech/
libSQL | /ˌlɪb ɛs kjuː ˈɛl/ | lib S Q L | product | community-consensus | https://github.com/tursodatabase/libsql
Dgraph | /ˈdiːˌɡræf/ | D graph | product | community-consensus | https://dgraph.io/
FaunaDB | /ˈfɔːnə diː biː/ | faw na D B | product | community-consensus | https://fauna.com/
OpenSearch | /ˈoʊpənˌsɜːrtʃ/ | open search | product | community-consensus | https://opensearch.org/
Spanner | /ˈspænər/ | span ner | product | community-consensus | https://cloud.google.com/spanner
Bigtable | /ˈbɪɡˌteɪbəl/ | big table | product | community-consensus | https://cloud.google.com/bigtable
DynamoDB | /daɪˈnæmoʊ diː biː/ | die namo D B | product | community-consensus | https://aws.amazon.com/dynamodb/
Rollup | /ˈroʊlˌʌp/ | roll up | tool | community-consensus | https://rollupjs.org/
Parcel | /ˈpɑːrsəl/ | par sul | tool | community-consensus | https://parceljs.org/
Tsup | /ˌtiː ˈsʌp/ | T sup | tool | community-consensus | https://tsup.egoist.dev/
Tsx | /ˌtiː ɛs ˈɛks/ | T S X | tool | community-consensus | https://tsx.is/
Vinxi | /ˈvɪŋksi/ | vink see | tool | community-consensus | https://vinxi.vercel.app/
Capacitor | /kəˈpæsɪtər/ | cuh pass i ter | tool | community-consensus | https://capacitorjs.com/
Ionic | /aɪˈɒnɪk/ | eye on ick | product | community-consensus | https://ionic.io/
Expo | /ˈɛkspoʊ/ | ex po | product | community-consensus | https://expo.dev/
NativeScript | /ˈneɪtɪvˌskrɪpt/ | native script | product | community-consensus | https://nativescript.org/
Three.js | /ˈθriː dʒeɪ ɛs/ | three J S | product | community-consensus | https://threejs.org/
Babylon.js | /ˈbæbɪlɒn dʒeɪ ɛs/ | babylon J S | product | community-consensus | https://www.babylonjs.com/
PixiJS | /ˈpɪksi dʒeɪ ɛs/ | pixie J S | product | community-consensus | https://pixijs.com/
Skia | /ˈskiːə/ | skee uh | product | community-consensus | https://skia.org/
Manim | /ˈmænɪm/ | man im | product | community-consensus | https://www.manim.community/
p5.js | /ˌpiː faɪv dʒeɪ ˈɛs/ | P five J S | product | community-consensus | https://p5js.org/
D3 | /ˌdiː ˈθriː/ | D three | product | community-consensus | https://d3js.org/
scikit-learn | /ˈsaɪkɪt lɜːrn/ | sai kit learn | product | community-consensus | https://scikit-learn.org/
Polars | /ˈpoʊlərz/ | po lerz | product | community-consensus | https://pola.rs/
Dask | /dæsk/ | dask | product | community-consensus | https://www.dask.org/
Ray | /reɪ/ | ray | product | community-consensus | https://www.ray.io/
Modin | /ˈmoʊdɪn/ | mo din | product | community-consensus | https://modin.readthedocs.io/
Spark | /spɑːrk/ | spark | product | community-consensus | https://spark.apache.org/
Flink | /flɪŋk/ | flink | product | community-consensus | https://flink.apache.org/
Beam | /biːm/ | beem | product | community-consensus | https://beam.apache.org/
Tailscale | /ˈteɪlˌskeɪl/ | tail scale | product | community-consensus | https://tailscale.com/
Wireshark | /ˈwaɪərˌʃɑːrk/ | wire shark | tool | community-consensus | https://www.wireshark.org/
HAProxy | /ˌeɪtʃ eɪ ˈprɒksi/ | H A proxy | product | community-consensus | https://www.haproxy.org/
Alpine.js | /ˈælpaɪn dʒeɪ ɛs/ | al pine J S | product | community-consensus | https://alpinejs.dev/
Phoenix | /ˈfiːnɪks/ | fee nix | product | community-consensus | https://www.phoenixframework.org/
Rails | /reɪlz/ | rails | product | community-consensus | https://rubyonrails.org/
Laravel | /ˈlærəˌvɛl/ | lar a vel | product | community-consensus | https://laravel.com/
Symfony | /ˈsɪmfəni/ | sim fo nee | product | community-consensus | https://symfony.com/
Sinatra | /sɪˈnɑːtrə/ | sin ah tra | product | community-consensus | http://sinatrarb.com/
Flask | /flæsk/ | flask | product | community-consensus | https://flask.palletsprojects.com/
Starlette | /stɑːrˈlɛt/ | star let | product | community-consensus | https://www.starlette.io/
Litestar | /ˈlaɪtˌstɑːr/ | lite star | product | community-consensus | https://litestar.dev/
Sanic | /ˈsɒnɪk/ | son ick | product | community-consensus | https://sanic.dev/
Express | /ɪkˈsprɛs/ | ex press | product | community-consensus | https://expressjs.com/
Koa | /ˈkoʊə/ | ko ah | product | community-consensus | https://koajs.com/
Fastify | /ˈfæstɪfaɪ/ | fast i fye | product | community-consensus | https://fastify.dev/
Hapi | /ˈhæpi/ | happy | product | community-consensus | https://hapi.dev/
Echo | /ˈɛkoʊ/ | ek oh | product | community-consensus | https://echo.labstack.com/
Fiber | /ˈfaɪbər/ | fi ber | product | community-consensus | https://gofiber.io/
Gin | /dʒɪn/ | jin | product | community-consensus | https://gin-gonic.com/
Chi | /tʃaɪ/ | chai | product | community-consensus | https://go-chi.io/
GORM | /ɡɔːrm/ | gorm | tool | community-consensus | https://gorm.io/
Cobra | /ˈkoʊbrə/ | ko bra | tool | community-consensus | https://cobra.dev/
Viper | /ˈvaɪpər/ | vy per | tool | community-consensus | https://github.com/spf13/viper
SOLID | /ˈsɒlɪd/ | solid | acronym | community-consensus | https://en.wikipedia.org/wiki/SOLID
TDD | /ˌtiː diː ˈdiː/ | T D D | acronym | community-consensus | https://en.wikipedia.org/wiki/Test-driven_development
BDD | /ˌbiː diː ˈdiː/ | B D D | acronym | community-consensus | https://en.wikipedia.org/wiki/Behavior-driven_development
CI/CD | /ˌsiː aɪ siː ˈdiː/ | C I C D | acronym | community-consensus | https://en.wikipedia.org/wiki/CI/CD
MVP | /ˌɛm viː ˈpiː/ | M V P | acronym | community-consensus | https://en.wikipedia.org/wiki/Minimum_viable_product
MVC | /ˌɛm viː ˈsiː/ | M V C | acronym | community-consensus | https://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93controller
MVVM | /ˌɛm viː viː ˈɛm/ | M V V M | acronym | community-consensus | https://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93viewmodel
OOP | /ˌoʊ oʊ ˈpiː/ | O O P | acronym | community-consensus | https://en.wikipedia.org/wiki/Object-oriented_programming
FP | /ˌɛf ˈpiː/ | F P | acronym | community-consensus | https://en.wikipedia.org/wiki/Functional_programming
DDD | /ˌdiː diː ˈdiː/ | D D D | acronym | community-consensus | https://en.wikipedia.org/wiki/Domain-driven_design
CQRS | /ˌsiː kjuː ɑːr ˈɛs/ | C Q R S | acronym | community-consensus | https://en.wikipedia.org/wiki/Command%E2%80%93query_separation
monad | /ˈmɒnæd/ | mon ad | cs-term | community-consensus | https://en.wikipedia.org/wiki/Monad_(functional_programming)
functor | /ˈfʌŋktər/ | funk ter | cs-term | community-consensus | https://en.wikipedia.org/wiki/Functor
idempotent | /ˌaɪdɛmˈpoʊtənt/ | eye dem po tent | cs-term | contested | https://en.wikipedia.org/wiki/Idempotence
lambda | /ˈlæmdə/ | lam da | cs-term | community-consensus | https://en.wikipedia.org/wiki/Lambda_calculus
closure | /ˈkloʊʒər/ | clo zure | cs-term | community-consensus | https://en.wikipedia.org/wiki/Closure_(computer_programming)
mutex | /ˈmjuːˌtɛks/ | myoo tex | cs-term | community-consensus | https://en.wikipedia.org/wiki/Lock_(computer_science)
semaphore | /ˈsɛməˌfɔːr/ | sem a for | cs-term | community-consensus | https://en.wikipedia.org/wiki/Semaphore_(programming)
async | /ˈeɪsɪŋk/ | a sink | cs-term | community-consensus | https://en.wikipedia.org/wiki/Asynchrony_(computer_programming)
coroutine | /ˌkoʊˈruːtiːn/ | co roo teen | cs-term | community-consensus | https://en.wikipedia.org/wiki/Coroutine
RSA | /ˌɑːr ɛs ˈeɪ/ | R S A | acronym | community-consensus | https://en.wikipedia.org/wiki/RSA_(cryptosystem)
AES | /ˌeɪ iː ˈɛs/ | A E S | acronym | community-consensus | https://en.wikipedia.org/wiki/Advanced_Encryption_Standard
SHA | /ʃɑː/ | shah | acronym | contested | https://en.wikipedia.org/wiki/Secure_Hash_Algorithms
TLS | /ˌtiː ɛl ˈɛs/ | T L S | acronym | community-consensus | https://en.wikipedia.org/wiki/Transport_Layer_Security
PGP | /ˌpiː dʒiː ˈpiː/ | P G P | acronym | community-consensus | https://en.wikipedia.org/wiki/Pretty_Good_Privacy
GPG | /ˌdʒiː piː ˈdʒiː/ | G P G | abbreviation | community-consensus | https://gnupg.org/
WebRTC | /wɛb ɑːr tiː ˈsiː/ | web R T C | tool | community-consensus | https://webrtc.org/
WebGPU | /wɛb dʒiː piː ˈjuː/ | web G P U | tool | community-consensus | https://www.w3.org/TR/webgpu/
WASI | /ˈwɑːzi/ | wah zee | abbreviation | community-consensus | https://wasi.dev/
IPFS | /ˌaɪ piː ɛf ˈɛs/ | I P F S | abbreviation | community-consensus | https://ipfs.tech/
Solidity | /səˈlɪdɪti/ | so lid i tee | product | community-consensus | https://soliditylang.org/
Ethereum | /ɪˈθɪriəm/ | e thee ree um | product | community-consensus | https://ethereum.org/
Fleet | /fliːt/ | fleet | tool | community-consensus | https://www.jetbrains.com/fleet/
Lapce | /læps/ | lapss | tool | community-consensus | https://lapce.dev/
Sublime | /səˈblaɪm/ | sub lime | tool | community-consensus | https://www.sublimetext.com/
VSCode | /ˌviː ɛs ˈkoʊd/ | V S code | tool | community-consensus | https://code.visualstudio.com/
Raycast | /ˈreɪˌkæst/ | ray cast | product | community-consensus | https://www.raycast.com/
Alfred | /ˈælfrɛd/ | al fred | product | community-consensus | https://www.alfredapp.com/
Homebrew | /ˈhoʊmˌbruː/ | home brew | tool | community-consensus | https://brew.sh/
Fedora | /fəˈdɔːrə/ | fuh dora | product | community-consensus | https://fedoraproject.org/
CentOS | /ˌsɛnt ˈoʊ ɛs/ | cent O S | product | community-consensus | https://www.centos.org/
RHEL | /rɛl/ | rell | product | community-consensus | https://www.redhat.com/
Manjaro | /mənˈdʒɑːroʊ/ | mun jar oh | product | community-consensus | https://manjaro.org/
FreeBSD | /ˌfriː biː ɛs ˈdiː/ | free B S D | product | community-consensus | https://www.freebsd.org/
Puppeteer | /ˌpʌpɪˈtɪər/ | puppy teer | tool | community-consensus | https://pptr.dev/
OpenTelemetry | /ˌoʊpən tɛlɪˈmɛtri/ | open tel em e tree | product | community-consensus | https://opentelemetry.io/
OTEL | /ˈoʊtəl/ | oh tul | abbreviation | community-consensus | https://opentelemetry.io/
eBPF | /ˌiː biː piː ˈɛf/ | E B P F | abbreviation | community-consensus | https://ebpf.io/
Calico | /ˈkælɪkoʊ/ | cal i co | product | community-consensus | https://www.tigera.io/project-calico/
Flannel | /ˈflænəl/ | flan ul | product | community-consensus | https://github.com/flannel-io/flannel
CoreDNS | /ˌkɔːr diː ɛn ˈɛs/ | core D N S | product | community-consensus | https://coredns.io/
OPA Gatekeeper | /ˌoʊ piː eɪ ˈɡeɪtˌkiːpər/ | O P A gate keeper | product | community-consensus | https://open-policy-agent.github.io/gatekeeper/
Vault | /vɔːlt/ | vault | product | community-consensus | https://www.vaultproject.io/
Consul | /ˈkɒnsəl/ | con sul | product | community-consensus | https://www.consul.io/
Nomad | /ˈnoʊmæd/ | no mad | product | community-consensus | https://www.nomadproject.io/
Packer | /ˈpækər/ | pack er | product | community-consensus | https://www.packer.io/
Triton | /ˈtraɪtən/ | try ton | product | community-consensus | https://developer.nvidia.com/triton-inference-server
TensorRT | /ˈtɛnsərˈɑːr tiː/ | tensor R T | product | community-consensus | https://developer.nvidia.com/tensorrt
CUDA | /ˈkuːdə/ | koo da | product | community-consensus | https://developer.nvidia.com/cuda-zone
ONNX | /ˈɒnɪks/ | on nix | abbreviation | community-consensus | https://onnx.ai/
Triton (OpenAI) | /ˈtraɪtən/ | try ton | product | community-consensus | https://triton-lang.org/
MLflow | /ˌɛm ɛl ˈfloʊ/ | M L flow | product | community-consensus | https://mlflow.org/
DVC | /ˌdiː viː ˈsiː/ | D V C | abbreviation | community-consensus | https://dvc.org/
Weights & Biases | /weɪts ænd ˈbaɪəsɪz/ | weights and biases | product | community-consensus | https://wandb.ai/
Comet | /ˈkɒmət/ | com et | product | community-consensus | https://www.comet.com/
Redux | /ˈriːdʌks/ | ree dux | product | community-consensus | https://redux.js.org/
MobX | /ˌɛm ˈɒb ɛks/ | mob X | product | community-consensus | https://mobx.js.org/
Effector | /ɪˈfɛktər/ | ef fect er | product | community-consensus | https://effector.dev/
XState | /ˌɛks ˈsteɪt/ | X state | product | community-consensus | https://stately.ai/docs/xstate
Lit | /lɪt/ | lit | product | community-consensus | https://lit.dev/
Stencil | /ˈstɛnsəl/ | sten sil | product | community-consensus | https://stenciljs.com/
Turborepo | /ˈtɜːrboʊˌrɛpoʊ/ | tur bo re po | product | community-consensus | https://turborepo.com/
Lage | /leɪdʒ/ | layj | tool | community-consensus | https://microsoft.github.io/lage/
Moon | /muːn/ | moon | tool | community-consensus | https://moonrepo.dev/
Buck2 | /bʌk tuː/ | buck two | tool | community-consensus | https://buck2.build/
CUDA Toolkit | /ˈkuːdə ˈtuːlˌkɪt/ | koo da tool kit | product | community-consensus | https://developer.nvidia.com/cuda-toolkit
Megatron | /ˈmɛɡəˌtrɒn/ | meg a tron | product | community-consensus | https://github.com/NVIDIA/Megatron-LM
DeepSpeed | /ˈdiːpˌspiːd/ | deep speed | product | community-consensus | https://www.deepspeed.ai/
Axolotl | /ˈæksəlɒtl/ | ak so lot ul | product | community-consensus | https://axolotl.ai/
Unsloth | /ʌnˈslɒθ/ | un sloth | product | community-consensus | https://unsloth.ai/
Devin | /ˈdɛvɪn/ | dev in | product | community-consensus | https://www.cognition.ai/
Sweep | /swiːp/ | sweep | product | community-consensus | https://docs.sweep.dev/
Magnitude | /ˈmæɡnɪˌtjuːd/ | mag ni tude | product | community-consensus | https://app.magnitude.run/
Bun Test | /bʌn tɛst/ | bun test | tool | community-consensus | https://bun.sh/docs/cli/test
Mocha | /ˈmoʊkə/ | mo ka | product | community-consensus | https://mochajs.org/
Chai | /tʃaɪ/ | chai | tool | community-consensus | https://www.chaijs.com/
Selenium | /səˈliːniəm/ | se lee nee um | tool | community-consensus | https://www.selenium.dev/
JUnit | /ˌdʒeɪ ˈjuːnɪt/ | J unit | tool | community-consensus | https://junit.org/
pytest | /ˈpaɪtɛst/ | pie test | tool | community-consensus | https://docs.pytest.org/
recursion | /rɪˈkɜːrʒən/ | re curr zhun | cs-term | community-consensus | https://en.wikipedia.org/wiki/Recursion_(computer_science)
polymorphism | /ˌpɒliˈmɔːrfɪzəm/ | pol ee mor fizm | cs-term | community-consensus | https://en.wikipedia.org/wiki/Polymorphism_(computer_science)
encapsulation | /ɪnˌkæpsjʊˈleɪʃən/ | en cap soo lay shun | cs-term | community-consensus | https://en.wikipedia.org/wiki/Encapsulation_(computer_programming)
iterator | /ˈɪtəˌreɪtər/ | it er ay ter | cs-term | community-consensus | https://en.wikipedia.org/wiki/Iterator
generator | /ˈdʒɛnəˌreɪtər/ | jen er ay ter | cs-term | community-consensus | https://en.wikipedia.org/wiki/Generator_(computer_programming)
MessagePack | /ˈmɛsɪdʒˌpæk/ | message pack | product | community-consensus | https://msgpack.org/
Avro | /ˈævroʊ/ | av ro | product | community-consensus | https://avro.apache.org/
Parquet | /pɑːrˈkeɪ/ | par kay | product | community-consensus | https://parquet.apache.org/
Arrow | /ˈæroʊ/ | arrow | product | community-consensus | https://arrow.apache.org/
Iceberg | /ˈaɪsˌbɜːrɡ/ | ice berg | product | community-consensus | https://iceberg.apache.org/
Hudi | /ˈhuːdi/ | who dee | product | community-consensus | https://hudi.apache.org/
Delta Lake | /ˈdɛltə leɪk/ | del ta lake | product | community-consensus | https://delta.io/
Unity | /ˈjuːnɪti/ | you ni tee | product | community-consensus | https://unity.com/
Godot | /ˈɡɒdoʊ/ | god oh | product | creator-clarified | https://godotengine.org/
Unreal | /ʌnˈriːəl/ | un real | product | community-consensus | https://www.unrealengine.com/
Bevy | /ˈbɛvi/ | bevy | product | community-consensus | https://bevyengine.org/
OIDC | /ˌoʊ aɪ diː ˈsiː/ | O I D C | abbreviation | community-consensus | https://openid.net/connect/
FIDO | /ˈfaɪdoʊ/ | fie doh | acronym | community-consensus | https://fidoalliance.org/
WebAuthn | /ˈwɛb ɔːθən/ | web auth en | abbreviation | community-consensus | https://www.w3.org/TR/webauthn-2/
Passkey | /ˈpæsˌkiː/ | pass key | product | community-consensus | https://fidoalliance.org/passkeys/
Tauri | /ˈtaʊri/ | tau ree | product | community-consensus | https://tauri.app/
Electron | /ɪˈlɛktrɒn/ | e lec tron | product | community-consensus | https://www.electronjs.org/
Wails | /weɪlz/ | wails | product | community-consensus | https://wails.io/
Workers | /ˈwɜːrkərz/ | work ers | product | community-consensus | https://workers.cloudflare.com/
Fastly | /ˈfæstli/ | fast lee | product | community-consensus | https://www.fastly.com/
Fly.io | /ˌflaɪ doʊt ˈaɪ oʊ/ | fly dot io | product | community-consensus | https://fly.io/
Render | /ˈrɛndər/ | ren der | product | community-consensus | https://render.com/
Railway | /ˈreɪlˌweɪ/ | rail way | product | community-consensus | https://railway.app/
Hadoop | /həˈduːp/ | huh doop | product | community-consensus | https://hadoop.apache.org/
Hive | /haɪv/ | hive | product | community-consensus | https://hive.apache.org/
Airflow | /ˈɛərˌfloʊ/ | air flow | product | community-consensus | https://airflow.apache.org/
Dagster | /ˈdæɡstər/ | dag ster | product | community-consensus | https://dagster.io/
Prefect | /ˈpriːˌfɛkt/ | pree fekt | product | community-consensus | https://www.prefect.io/
Mage | /meɪdʒ/ | mayj | product | community-consensus | https://www.mage.ai/
Maven | /ˈmeɪvən/ | may ven | tool | community-consensus | https://maven.apache.org/
Quarkus | /ˈkwɑːrkəs/ | quar kus | product | community-consensus | https://quarkus.io/
Micronaut | /ˈmaɪkroʊnɔːt/ | my kro nawt | product | community-consensus | https://micronaut.io/
GraalVM | /ˈɡrɑːl viː ɛm/ | grahl V M | product | community-consensus | https://www.graalvm.org/
JVM | /ˌdʒeɪ viː ˈɛm/ | J V M | abbreviation | community-consensus | https://en.wikipedia.org/wiki/Java_virtual_machine
Blazor | /ˈbleɪzər/ | blay zer | product | community-consensus | https://dotnet.microsoft.com/apps/aspnet/web-apps/blazor
MAUI | /ˈmaʊi/ | maw ee | abbreviation | community-consensus | https://dotnet.microsoft.com/apps/maui
WinUI | /ˌwɪn juː ˈaɪ/ | win U I | abbreviation | community-consensus | https://learn.microsoft.com/windows/apps/winui/
React | /riˈækt/ | ree akt | product | community-consensus | https://react.dev/
Angular | /ˈæŋɡjələr/ | ang you lar | product | community-consensus | https://angular.dev/
Ember | /ˈɛmbər/ | em ber | product | community-consensus | https://emberjs.com/
Marko | /ˈmɑːrkoʊ/ | mar ko | product | community-consensus | https://markojs.com/
Axum | /ˈæksəm/ | ax um | product | community-consensus | https://github.com/tokio-rs/axum
Actix | /ˈæktɪks/ | ak tix | product | community-consensus | https://actix.rs/
Tokio | /ˈtoʊkjoʊ/ | to kyo | product | community-consensus | https://tokio.rs/
Tonic | /ˈtɒnɪk/ | ton ik | product | community-consensus | https://github.com/hyperium/tonic
Hyper | /ˈhaɪpər/ | hy per | product | community-consensus | https://hyper.rs/
Diesel | /ˈdiːzəl/ | dee zul | tool | community-consensus | https://diesel.rs/
SeaORM | /ˈsiː ɔːrm/ | C O R M | tool | community-consensus | https://www.sea-ql.org/SeaORM/
Leptos | /ˈlɛptɒs/ | lep toss | product | community-consensus | https://leptos.dev/
Dioxus | /daɪˈɒksəs/ | die ox us | product | community-consensus | https://dioxuslabs.com/
Quartz | /kwɔːrts/ | quartz | product | community-consensus | https://quartz.jzhao.xyz/
Eleventy | /ɪˈlɛvənti/ | e lev en tee | product | community-consensus | https://www.11ty.dev/
Jekyll | /ˈdʒɛkəl/ | jek ul | product | community-consensus | https://jekyllrb.com/
Gatsby | /ˈɡætsbi/ | gats bee | product | community-consensus | https://www.gatsbyjs.com/
Pelican | /ˈpɛlɪkən/ | pel i kun | product | community-consensus | https://getpelican.com/
